% Недостаток смазки
335/18:28:16;IN USE;6553;0.42;0.048;48.738;28.9
335/18:28:17;IN USE;6552;0.42;0.048;48.963;28.9
335/18:28:19;IN USE;6552;0.42;0.049;49.008;28.9
335/18:28:20;IN USE;6552;0.42;0.049;49.197;28.9
335/18:28:21;IN USE;6551;0.42;0.049;49.299;28.9
335/18:28:22;IN USE;6551;0.42;0.049;49.302;28.9
335/18:28:23;IN USE;6551;0.42;0.05;49.391;28.9
335/18:28:24;IN USE;6550;0.42;0.05;49.473;28.9
335/18:28:25;IN USE;6550;0.42;0.05;49.805;28.9
335/18:28:26;IN USE;6550;0.42;0.05;49.846;29
